file_path,classification,duration_sec,num_transients,bpm
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/007 AT Hypnosis Drum - Over 137 Full.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/198 AT Hypnosis Drum - Bark 137 Strp.wav,Loop,7.01,31,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/155 AT Hypnosis Drum - Response 137 Perc.wav,Loop,7.01,53,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/120 AT Hypnosis Drum - Fusion 137 Strp.wav,Loop,7.01,57,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/113 AT Hypnosis Drum - Koenig 137 Perc.wav,Loop,7.01,63,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/073 AT Hypnosis Drum - Alert 137 Full.wav,Loop,7.01,36,90.67
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/037 AT Hypnosis Drum - Rider 137 Full.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/059 AT Hypnosis Drum - Optic 137 Perc.wav,Loop,7.01,56,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/118 AT Hypnosis Drum - Fusion 137 No Kick.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/076 AT Hypnosis Drum - Alert 137 No Kick.wav,Loop,7.01,34,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/133 AT Hypnosis Drum - Sector 137 Full.wav,Loop,7.01,43,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/011 AT Hypnosis Drum - Over 137 Perc.wav,Loop,7.01,60,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/139 AT Hypnosis Drum - Code 137 Full.wav,Loop,7.01,45,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/146 AT Hypnosis Drum - Static 137 Hat.wav,Loop,7.01,17,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/058 AT Hypnosis Drum - Optic 137 No Kick.wav,Loop,7.01,64,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/142 AT Hypnosis Drum - Code 137 No Kick.wav,Loop,7.01,55,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/100 AT Hypnosis Drum - Insert 137 No Kick.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/144 AT Hypnosis Drum - Code 137 Strp.wav,Loop,7.01,62,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/193 AT Hypnosis Drum - Bark 137 Full.wav,Loop,7.01,33,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/222 AT Hypnosis Drum - Interference 137 Strp.wav,Loop,7.01,63,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/077 AT Hypnosis Drum - Alert 137 Perc.wav,Loop,7.01,62,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/018 AT Hypnosis Drum - Input 137 Strp.wav,Loop,7.01,34,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/101 AT Hypnosis Drum - Insert 137 Perc.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/188 AT Hypnosis Drum - Paradox 137 Hat.wav,Loop,7.01,46,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/081 AT Hypnosis Drum - Render 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/085 AT Hypnosis Drum - Pattern 137 Full.wav,Loop,7.01,64,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/075 AT Hypnosis Drum - Alert 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/046 AT Hypnosis Drum - Bullet 137 No Kick.wav,Loop,7.01,57,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/166 AT Hypnosis Drum - Signal 137 No Kick.wav,Loop,7.01,56,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/093 AT Hypnosis Drum - Trigger 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/183 AT Hypnosis Drum - Path 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/151 AT Hypnosis Drum - Response 137 Full.wav,Loop,7.01,56,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/195 AT Hypnosis Drum - Bark 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/192 AT Hypnosis Drum - Paradox 137 Strp.wav,Loop,7.01,43,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/049 AT Hypnosis Drum - Emphasis 137 Full.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/091 AT Hypnosis Drum - Trigger 137 Full.wav,Loop,7.01,39,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/051 AT Hypnosis Drum - Emphasis 137 Kick.wav,Loop,7.01,18,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/128 AT Hypnosis Drum - Future 137 Hat.wav,Loop,7.01,32,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/129 AT Hypnosis Drum - Future 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/126 AT Hypnosis Drum - Koln 137 Strp.wav,Loop,7.01,30,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/119 AT Hypnosis Drum - Fusion 137 Perc.wav,Loop,7.01,59,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/087 AT Hypnosis Drum - Pattern 137 Kick.wav,Loop,7.01,16,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/154 AT Hypnosis Drum - Response 137 No Kick.wav,Loop,7.01,58,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/089 AT Hypnosis Drum - Pattern 137 Perc.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/021 AT Hypnosis Drum - Void 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/156 AT Hypnosis Drum - Response 137 Strp.wav,Loop,7.01,46,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/220 AT Hypnosis Drum - Interference 137 No Kick.wav,Loop,7.01,64,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/065 AT Hypnosis Drum - Collapse 137 Perc.wav,Loop,7.01,55,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/084 AT Hypnosis Drum - Render 137 Strp.wav,Loop,7.01,23,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/207 AT Hypnosis Drum - Explorer 137 Kick.wav,Loop,7.01,19,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/035 AT Hypnosis Drum - Turbulence 137 Perc.wav,Loop,7.01,17,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/168 AT Hypnosis Drum - Signal 137 Strp.wav,Loop,7.01,41,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/213 AT Hypnosis Drum - Tape 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/143 AT Hypnosis Drum - Code 137 Perc.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/047 AT Hypnosis Drum - Bullet 137 Perc.wav,Loop,7.01,39,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/020 AT Hypnosis Drum - Void 137 Hat.wav,Loop,7.01,34,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/025 AT Hypnosis Drum - Threshold 137 Full.wav,Loop,7.01,64,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/121 AT Hypnosis Drum - Koln 137 Full.wav,Loop,7.01,51,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/068 AT Hypnosis Drum - Vortex 137 Hat.wav,Loop,7.01,16,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/196 AT Hypnosis Drum - Bark 137 No Kick.wav,Loop,7.01,33,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/191 AT Hypnosis Drum - Paradox 137 Perc.wav,Loop,7.01,39,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/005 AT Hypnosis Drum - Tube 137 Perc.wav,Loop,7.01,37,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/170 AT Hypnosis Drum - Pierce 137 Hat.wav,Loop,7.01,36,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/088 AT Hypnosis Drum - Pattern 137 No Kick.wav,Loop,7.01,64,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/112 AT Hypnosis Drum - Koenig 137 No Kick.wav,Loop,7.01,67,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/070 AT Hypnosis Drum - Vortex 137 No Kick.wav,Loop,7.01,66,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/064 AT Hypnosis Drum - Collapse 137 No Kick.wav,Loop,7.01,53,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/210 AT Hypnosis Drum - Explorer 137 Strp.wav,Loop,7.01,32,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/215 AT Hypnosis Drum - Tape 137 Perc.wav,Loop,7.01,43,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/172 AT Hypnosis Drum - Pierce 137 No Kick.wav,Loop,7.01,62,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/171 AT Hypnosis Drum - Pierce 137 Kick.wav,Loop,7.01,17,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/069 AT Hypnosis Drum - Vortex 137 Kick.wav,Loop,7.01,19,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/082 AT Hypnosis Drum - Render 137 No Kick.wav,Loop,7.01,59,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/201 AT Hypnosis Drum - Resonator 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/095 AT Hypnosis Drum - Trigger 137 Perc.wav,Loop,7.01,48,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/208 AT Hypnosis Drum - Explorer 137 No Kick.wav,Loop,7.01,57,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/048 AT Hypnosis Drum - Bullet 137 Strp.wav,Loop,7.01,44,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/066 AT Hypnosis Drum - Collapse 137 Strp.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/050 AT Hypnosis Drum - Emphasis 137 Hat.wav,Loop,7.01,52,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/167 AT Hypnosis Drum - Signal 137 Perc.wav,Loop,7.01,39,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/115 AT Hypnosis Drum - Fusion 137 Full.wav,Loop,7.01,63,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/003 AT Hypnosis Drum - Tube 137 Kick.wav,Loop,7.01,46,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/180 AT Hypnosis Drum - Knot 137 Strp.wav,Loop,7.01,40,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/102 AT Hypnosis Drum - Insert 137 Strp.wav,Loop,7.01,27,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/104 AT Hypnosis Drum - Altering 137 Hat.wav,Loop,7.01,19,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/036 AT Hypnosis Drum - Turbulence 137 Strp.wav,Loop,7.01,25,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/147 AT Hypnosis Drum - Static 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/092 AT Hypnosis Drum - Trigger 137 Hat.wav,Loop,7.01,17,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/140 AT Hypnosis Drum - Code 137 Hat.wav,Loop,7.01,32,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/109 AT Hypnosis Drum - Koenig 137 Full.wav,Loop,7.01,56,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/175 AT Hypnosis Drum - Knot 137 Full.wav,Loop,7.01,63,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/028 AT Hypnosis Drum - Threshold 137 No Kick.wav,Loop,7.01,64,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/099 AT Hypnosis Drum - Insert 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/061 AT Hypnosis Drum - Collapse 137 Full.wav,Loop,7.01,60,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Drum Loops/105 AT Hypnosis Drum - Altering 137 Kick.wav,Loop,7.01,15,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/27 AT Hypnosis FX - Dispersia 137.wav,Loop,28.03,275,117.45
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/25 AT Hypnosis FX - Endless 137.wav,Loop,28.03,355,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/08 AT Hypnosis FX - Detector 137.wav,Loop,14.01,17,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/07 AT Hypnosis FX - Alien 137.wav,One-Shot,7.01,79,114.84
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/22 AT Hypnosis FX - Analog 137.wav,One-Shot,7.01,27,123.05
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/15 AT Hypnosis FX - Cold 137.wav,Loop,7.01,15,246.09
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/12 AT Hypnosis FX - Void 137.wav,Loop,14.01,37,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/09 AT Hypnosis FX - Abyss 137.wav,Loop,7.01,16,304.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/28 AT Hypnosis FX - Roland 137.wav,Loop,14.01,14,120.19
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/34 AT Hypnosis FX - Snake 137.wav,Loop,14.01,36,178.21
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/26 AT Hypnosis FX - Static 137.wav,One-Shot,7.01,42,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/36 AT Hypnosis FX - Machinedrum 137.wav,One-Shot,14.01,115,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/01 AT Hypnosis FX - Panic 137.wav,Loop,14.01,143,84.72
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/33 AT Hypnosis FX - Ambience 137.wav,Loop,14.01,49,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/13 AT Hypnosis FX - Splash 137.wav,Loop,14.01,4,68.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/31 AT Hypnosis FX - Metallic 137.wav,Loop,7.01,77,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/23 AT Hypnosis FX - Rate 137.wav,Loop,14.01,110,123.05
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/32 AT Hypnosis FX - Reverse 137.wav,Loop,7.01,5,287.11
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/06 AT Hypnosis FX - Modular 137.wav,Loop,7.01,51,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/17 AT Hypnosis FX - Light 137.wav,One-Shot,7.01,1,191.41
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/24 AT Hypnosis FX - Mechanic 137.wav,Loop,7.01,43,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/10 AT Hypnosis FX - Supermassive 137.wav,Loop,14.01,78,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/03 AT Hypnosis FX - Rider 137.wav,Loop,7.01,16,136.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/35 AT Hypnosis FX - Neutron 137.wav,Loop,14.01,53,206.72
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/05 AT Hypnosis FX - State 137.wav,Loop,7.01,47,68.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/04 AT Hypnosis FX - Relab 137.wav,One-Shot,7.01,8,86.13
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/20 AT Hypnosis FX - Tube 137.wav,One-Shot,7.01,15,126.05
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/16 AT Hypnosis FX - Bug 137.wav,One-Shot,7.01,46,152.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/21 AT Hypnosis FX - Night 137.wav,One-Shot,14.01,116,58.07
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/30 AT Hypnosis FX - Underwater 137.wav,Loop,14.01,31,224.69
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/37 AT Hypnosis FX - Wide 137.wav,Loop,14.01,41,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/02 AT Hypnosis FX - LFO 137.wav,Loop,14.01,55,215.33
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/29 AT Hypnosis FX - Dissolve 137.wav,Loop,14.01,78,87.59
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/11 AT Hypnosis FX - Enter 137.wav,Loop,14.01,160,67.12
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/14 AT Hypnosis FX - Fuzzy 137.wav,Loop,14.01,50,120.19
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/18 AT Hypnosis FX - Liquid 137.wav,One-Shot,7.01,7,112.35
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/FX/19 AT Hypnosis FX - Over 137.wav,Loop,7.01,5,287.11
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/35 AT Hypnosis Chord - Fire 137 F.wav,Loop,7.01,28,90.67
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/31 AT Hypnosis Chord - Mood 137 G.wav,Loop,7.01,6,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/06 AT Hypnosis Chord - Klock 137 Cm.wav,Loop,7.01,58,272.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/37 AT Hypnosis Chord - Galaxy 137 D#m.wav,Loop,14.01,17,92.29
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/07 AT Hypnosis Chord - Ripple 137 Cm.wav,Loop,7.01,7,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/18 AT Hypnosis Chord - Tidal 137 Cm.wav,Loop,14.01,28,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/20 AT Hypnosis Chord - Lexicon 137 A.wav,Loop,28.03,65,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/17 AT Hypnosis Chord - Neve 137 C.wav,Loop,7.01,12,92.29
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/28 AT Hypnosis Chord - Droid 137 D.wav,Loop,7.01,5,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/25 AT Hypnosis Chord - Tulip 137 Cm.wav,Loop,28.03,17,120.19
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/30 AT Hypnosis Chord - Suffice 137 G.wav,Loop,7.01,12,67.12
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/21 AT Hypnosis Chord - Atmospheric 137 Gm.wav,Loop,14.01,173,120.19
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/11 AT Hypnosis Chord - Drive 137 Dm.wav,Loop,7.01,16,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/05 AT Hypnosis Chord - Fault 137 Fm.wav,Loop,28.03,34,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/26 AT Hypnosis Chord - Layers 137 Gm.wav,Loop,14.01,48,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/24 AT Hypnosis Chord - Esoteric 137 A#.wav,Loop,7.01,16,68.91
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/33 AT Hypnosis Chord - Cycle 137 Dm.wav,Loop,7.01,8,90.67
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/03 AT Hypnosis Chord - Deeper 137 Cm.wav,Loop,7.01,23,0.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/02 AT Hypnosis Chord - Swoops 137 D.wav,Loop,14.01,28,36.65
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/01 AT Hypnosis Chord - Pierce 137 C#.wav,Loop,28.03,23,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/08 AT Hypnosis Chord - Damage 137 Dm.wav,Loop,7.01,8,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/19 AT Hypnosis Chord - Trend 137 Gm.wav,Loop,7.01,38,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/12 AT Hypnosis Chord - Juno 137 Am.wav,Loop,7.01,8,178.21
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/15 AT Hypnosis Chord - Blocked 137 F#.wav,Loop,7.01,7,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/13 AT Hypnosis Chord - Filtered 137 Bm.wav,Loop,7.01,26,0.0
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/23 AT Hypnosis Chord - Spectre 137 A.wav,Loop,7.01,8,178.21
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/14 AT Hypnosis Chord - Waldorf 137 Cm.wav,Loop,14.01,20,34.22
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/09 AT Hypnosis Chord - Modular 137 Cm.wav,Loop,28.03,193,109.96
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/22 AT Hypnosis Chord - Liquid 137 A#.wav,Loop,14.01,54,49.69
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/36 AT Hypnosis Chord - Arcadia 137 Em.wav,Loop,7.01,14,172.27
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/16 AT Hypnosis Chord - Eclipse 137 Gm.wav,Loop,14.01,88,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/04 AT Hypnosis Chord - Pattern 137 C#.wav,Loop,14.01,63,184.57
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/34 AT Hypnosis Chord - Cage 137 A.wav,Loop,14.01,16,54.98
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/29 AT Hypnosis Chord - Fold 137 E.wav,Loop,7.01,7,258.4
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/27 AT Hypnosis Chord - Telefunken 137 F#m.wav,Loop,14.01,29,178.21
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/10 AT Hypnosis Chord - Glider 137 Cm.wav,Loop,7.01,2,178.21
/Users/jannikassfalg/Documents/Sample Packs/Audiotent - Hypnosis/Chord Loops/32 AT Hypnosis Chord - Code 137 G.wav,Loop,7.01,12,90.67
